case_id,customer_message,true_intent,predicted_intent,intent_confidence,top_similarity,intent_alignment,grounding_pass,grounding_severity,draft_reply,decision,reason_code,reason,ground_truth_label,ground_truth_rationale,classification_type
CASE_005164,Can apple fix this iPhone glitch!!! I️ want to use my i’s without them being autocorrected every time @AppleSupport @115858 🙄🙄🙄 @AppleSupport Thank you!!!!,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,0.2435959645704656,0.8041,0.6667,True,NONE,"We'd like to help get this sorted out. Thanks for reaching out to us. We have released a newer iOS version to help with what you're experiencing. Make sure you have a recent backup, then update to iOS 11.1.2 as listed here: https://t.co/ahjigcvFRG Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.2436) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_006666,@AppleSupport I am a technician helping a iPad user retrieve her Apple ID password. Does not have recovery email password and forgets the security questions. How can I get this password back? @AppleSupport This looks good but the iPad has been restored and is waiting for this password . Is there a way to do this on the web? @AppleSupport Thank you for this information,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,0.9663790257814723,0.7213,0.3333,True,NONE,We'd like to help get this sorted out. We understand your concern! Please follow these steps with encrypted iTunes backups: https://t.co/3qND7caI7Z Let us know if you have any questions along the way.,ESCALATE,CONFLICTING_EVIDENCE,Retrieved historical evidence contains conflicting troubleshooting paths or fragmented intents.,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_004456,@AppleSupport how would I go about reporting a security (phishing) concern? @AppleSupport Thanks! Very much appreciated.,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.27287526862868544,0.7442,1.0,True,NONE,We'd like to help get this sorted out. Thank you for letting us know. See https://t.co/LNMCdqt6fD for details and there are steps there to forward the email to us. Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.2729) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_006216,@AppleSupport I’m getting a little sick and tired of my phone restarting randomly all throughout the day @AppleSupport 11.0.2,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.24049298734512953,0.8745,0.6667,True,NONE,"We'd like to help get this sorted out. We've got the fix you need for that restart issue. Follow these steps here: https://t.co/osZOKKTalm to update your iPhone to iOS 11.2, and let us know if you see any other issues after that update. Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.2405) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_002524,"@AppleSupport what’s ap notification is not working.i have to open what’s ap for msg and calls.pls advise @AppleSupport Thanks.i noticed it is happening to another app as well.reinstalled and checked ,but result is the same @AppleSupport Yes updated the latest version.but still the same",KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.14574157242700003,0.6937,0.3333,True,NONE,"We'd like to help get this sorted out. We can certainly take a look at this with you. Please try the steps we have listed online here first: https://t.co/osZOKKTalm DM us if you're still having issues after this. https://t.co/GDrqU22YpT After the update has completed, we'll want to turn those notifications back on as mentioned in step 4 of the article provided. If you have any further questions, feel free to reach out. Let us know if you have any questions along the way.",ESCALATE,INTENT_EVIDENCE_MISMATCH,Retrieved evidence intent alignment (33.33%) is below the validated alignment threshold (66.00%).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_006775,this stupid glitch with the ! and the ?box gotta go. @115858 @AppleSupport !!!!!!!,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,0.4830550814027712,0.8284,1.0,True,NONE,We'd like to help get this sorted out. Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.4831) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_007482,@115858 my iPhone 8 didn’t come with the headphones connected to the adapter. I have to use the adapter to connect it. But how comes others on their headphones it’s already on theirs in one piece? 🤔 @AppleSupport Am i right though? Does it come with one piece on the headphones? @AppleSupport Thank you,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,0.768893223617664,0.6069,0.6667,True,NONE,We'd like to help get this sorted out. Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 Let us know if you have any questions along the way.,ESCALATE,WEAK_EVIDENCE,Top retrieval similarity (0.6069) is below the validated quality threshold (0.65).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_005083,"Downloaded latest IOS updates from @115858 &amp; phone hasn’t worked the same since. Forced to buy a new one. Coincidence? #Classy #Apple #iphone @AppleSupport That’s ok, I already spent 2 hours in an @115858 store, only to have the phone still function poorly.  Never a problem for a year and a half... 1 update and phone works like garbage.  How much money did Apple make in that last quarter? #joke",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,0.17695111766367316,0.7652,0.3333,True,NONE,We'd like to help get this sorted out. Thanks for letting us know. That’s not the experience we want you to have. Please let us know more via DM. https://t.co/GDrqU22YpT We're glad to hear the update helped resolve the issue. Reach back out to us if you need us. We'll be here to help. Let us know if you have any questions along the way.,ESCALATE,INTENT_EVIDENCE_MISMATCH,Retrieved evidence intent alignment (33.33%) is below the validated alignment threshold (66.00%).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_004304,"Photos in #macOS High Sierra is SO buggy — I can't imagine it was in a hand of a single QA. And I even waited till 10.13.1. @AppleSupport you either charge for upgrades again or keep the half-done stuff for yourself. As a paying customer I say 👎 @AppleSupport Thanks! The problems are: freezes during just browsing photos (with arrow keys), SUPER SLOW editing of RAWs (iMac 27"" mid 2017), and random crashes if I keep using the app without restarts (all reports sent) 😓 @AppleSupport These problems are not specific to my case, but you know it probably https://t.co/UHXqi83PNg",BATTERY_CHARGING_POWER,APP_CRASH_AND_DOWNLOAD,0.18388797038080856,0.8044,0.3333,True,NONE,We'd like to help get this sorted out. We're here to help. Let's gather some details to isolate this issue. DM us and let us know if you've tried any steps. https://t.co/GDrqU22YpT Glad to hear that. We're here for you if you need us in the future. Have a great rest of your day. Let us know if you have any questions along the way.,ESCALATE,CONFLICTING_EVIDENCE,Retrieved historical evidence contains conflicting troubleshooting paths or fragmented intents.,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_001946,@AppleSupport @115858 is this fake? https://t.co/KNbAsKx8IV,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.5566178633475368,0.8952,1.0,True,NONE,We'd like to help get this sorted out. We're glad you reached out to check. That email is not coming from us. Please take a look here on how you can get it reported: https://t.co/LNMCdqt6fD Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.5566) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_004220,@AppleSupport Is there an ETA for this glitch with the letter I ?? @AppleSupport Thank you!,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,0.6949221271801985,0.9061,0.3333,True,NONE,We'd like to help get this sorted out. We'd like to help and we have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT We're glad to hear it. Don't hesitate to reach back out if you have any other questions or concerns for us. We're happy to help. Let us know if you have any questions along the way.,ESCALATE,CONFLICTING_EVIDENCE,Retrieved historical evidence contains conflicting troubleshooting paths or fragmented intents.,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_003256,@AppleSupport Why the hell do you STILL require people to give you a card number to get FREE god damn apps?,GENERAL_DEVICE_INQUIRY,APP_STORE_PURCHASES_BILLING,0.2511507179681493,0.7309,1.0,True,NONE,We'd like to help get this sorted out. Let's see if we can help you resolve the issue with updating apps. Try the steps here: https://t.co/Y0YoIRcZa7 Questions? Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.2512) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_005963,Dear Apple...... FIX THIS!!! I️ I️ I️ I️ @AppleSupport THANKS! @AppleSupport Thanks so much. 11.0.3 is the version. @AppleSupport Thank You! The update resolved the issue! You (Apple) is the best!,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,0.3126429066546571,0.8744,0.3333,True,NONE,We'd like to help get this sorted out. Here’s what you can do to work around the issue until it’s fixed in a future software update https://t.co/uQeXsrrlXJ Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz Let us know if you have any questions along the way.,ESCALATE,INTENT_EVIDENCE_MISMATCH,Retrieved evidence intent alignment (33.33%) is below the validated alignment threshold (66.00%).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_005962,So did everyone accept the fact that the “I️” on apple devices is fucked or are we gonna get this shit resolved ? @AppleSupport,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.27171454119550925,0.7786,1.0,True,NONE,We'd like to help get this sorted out. Check out this article for assistance: https://t.co/xU1AGHStV6 Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.2717) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_005041,@AppleSupport Why is my “I” defaulting to “I️”? #apple #iosproblems #Iworld #wantmyIback @AppleSupport Thank you for the resolution. I is back.,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.3899270990072844,0.8787,1.0,True,NONE,"We'd like to help get this sorted out. iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/ui8Itz8ESg Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.3899) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_004215,"@AppleSupport after updating to latest iOS. Whenever I️ press ""i"" it gives me these strange characters. Can you help me? https://t.co/wxVWnRf1JZ @AppleSupport Thanks. That helped.",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.19137406017864514,0.8506,0.6667,True,NONE,We'd like to help get this sorted out. Check out this article and DM us if you have questions: https://t.co/xU1AGHStV6 https://t.co/GDrqU22YpT You're welcome! Have a great evening. DM us any questions if they come up. https://t.co/GDrqU22YpT Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.1914) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_005848,@115858 hey guys WHEN IS THIS FUCKING I️ ISSUE GONNA BE FIXED,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.3711032976209182,0.8502,1.0,True,NONE,"We'd like to help get this sorted out. We heard complaints of this, and made it a priority to release a fix. Follow these steps to backup the device: https://t.co/tHicJHB57O Then look to update the iOS software. Feel free to let us know if we can be of any further assistance. https://t.co/GDrqU22YpT Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.3711) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_006205,"Prospective wallpaper doesn’t work on #iPhone with #iOS11, #ios1111 WHY? 😕 #iPhone8 #IphoneX #apple @115858 @AppleSupport @AppleSupport Reduce motion is off, I think this is a problem.. when I move my iPhone the prospective wallpaper doesn’t move.. I don’t talk about Live Photos..",OS_UPDATE_SYSTEM_PERFORMANCE,HOW_TO_SETTINGS_CONFIGURATION,0.14717130516089244,0.6737,0.0,True,NONE,"We'd like to help get this sorted out. Try this: Tap Settings &gt; Camera &gt; Preserve Settings, then enable the option for Live Photo. This will ensure your last Camera setting is used, instead of reverting the Live Photo option to being on. Let us know if that helps! Let's meet up in Direct Message at the link below so we can continue working on this together. Send us a message with your current iOS 11 version that appears under Settings &gt; General &gt; About, to get started. https://t.co/GDrqU22YpT Let us know if you have any questions along the way.",ESCALATE,CONFLICTING_EVIDENCE,Retrieved historical evidence contains conflicting troubleshooting paths or fragmented intents.,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_004943,What is with the weird I️ thing??? How do I stop it @583075 Dear @115858 I️ absolutely hate your iOS 11 update. I️ I️ I️ I️ I️ FIX THIS BALONEY NOW!!!! @AppleSupport @286953 hello sir i have iphone 7 i buy this phone from person in usa i work normaly but before turn off he was ask me to entre id and password for activation so he was locked icloud the problem i dont have any information about this person and im now in morocco i need to work with iphon @AppleSupport @286953 so sir pleaze help me  to unlock this phone or give me any information thank you Sir,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,0.5085052129725907,0.7091,0.6667,True,NONE,We'd like to help get this sorted out. We're happy to look into your options. Please meet us in DM and we'll gather a few pieces of information to determine the best options to have this sorted out. https://t.co/GDrqU22YpT Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.5085) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_003510,"@AppleSupport Just got my iPhone X but activation is failing because the activation server is unavailable. Any help? @197224 @AppleSupport Having the same problem, on Verizon. @197224 @AppleSupport Same here on att @AppleSupport Thank you.  I got it working. @AppleSupport It worked after a few hours. Thansk. @AppleSupport 🙌",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.272799094722044,0.8942,0.6667,True,NONE,We'd like to help get this sorted out. Congrats on the new iPhone X! These steps can help with Activation issues: https://t.co/cJ57VP3gxT DM us if still an issue. https://t.co/GDrqU22YpT Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.2728) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_002922,"What a great way to start the day, sent snaps to all my snap streaks close phone and now it wont come back on..... thanks @115858 😅 @AppleSupport no it just wouldn't come on but i had a friend come do magic and it works now",GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,0.16128982009868775,0.5537,0.0,True,NONE,"We'd like to help get this sorted out. Do you mean physically broken, or not working like you expect it to? Either way, we're here for you, and we can help! That's great news! If you have any issues or concerns in the future please feel free to reach out. https://t.co/GDrqU2kzhr Let us know if you have any questions along the way.",ESCALATE,WEAK_EVIDENCE,Top retrieval similarity (0.5537) is below the validated quality threshold (0.65).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_002768,"@AppleSupport Hi! I’ve received an email from this email address, is it real or it’s a fishing one? Thanks https://t.co/LIdTIZ4iKo @AppleSupport Thanks :)",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.4410618414611421,0.8049,1.0,True,NONE,"We'd like to help get this sorted out. We are here to help. Please refer to the following article for steps to report these emails: https://t.co/yGvlh3cZ5Y You are most welcome. If there is anything we can do to assist you in the future, please don't hesitate to reach back out. Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.4411) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_003733,"Hey @115858 fix this I️ @AppleSupport I️ don’t want to do this. I️ want my phone to work. I️ pay all this money &amp; I️ can’t even talk about myself. Ugh. Thanks, @115858 https://t.co/c2jv0VcDKT",GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,0.26058788923143933,0.8158,0.0,True,NONE,"We'd like to help get this sorted out. We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6 We’re glad we could assist you. Please feel free to contact us back if you have any other questions or concerns. Let us know if you have any questions along the way.",ESCALATE,CONFLICTING_EVIDENCE,Retrieved historical evidence contains conflicting troubleshooting paths or fragmented intents.,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_007865,"Hey @AppleSupport why am I constantly getting pop ups on Safari that I can’t clear? @AppleSupport iPhone 6s. 11.1.2 @AppleSupport Yea that’s lazy advice and thanks for your tepid suggestions. For further information, please refer to my article on how @115858 no longer gives a damn about its customers.",GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.167327429240963,0.6821,0.0,True,NONE,"We'd like to help get this sorted out. This isn't an Apple security alert. Did this appear when using Safari? If so, this shows how to close it: https://t.co/x0pwcuPbr6 Got it! Are you able to close out of the message using the steps in our last message? We're glad to hear that. Let us know if you need anything in the future. Let us know if you have any questions along the way.",ESCALATE,INTENT_EVIDENCE_MISMATCH,Retrieved evidence intent alignment (0.00%) is below the validated alignment threshold (66.00%).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_004231,@AppleSupport - I’ve had an email from Apple Support but I don’t think it’s a genuine email?,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.2644108336207817,0.8431,0.6667,True,NONE,We'd like to help get this sorted out. The email you received is not from Apple. Do not provide any personal information to the sender. https://t.co/6jbR6z2iEn Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.2644) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
